id,time,item,qty,cheese,mayo,source,ketchup,salt
158,2023-10-07 13:05:14.203000,揚げたこ焼き,1,false,ture,false,false,false
159,2023-10-07 13:05:14.203000,唐揚げ,1,false,ture,false,false,false
160,2023-10-07 13:06:00.398000,唐揚げ,1,false,false,false,false,false
161,2023-10-07 13:06:23.491000,揚げたこ焼き,1,false,ture,false,false,false
162,2023-10-07 13:06:23.491000,ファンタグレープ,1,false,false,false,false,false
163,2023-10-07 13:06:43.550000,揚げたこ焼き,1,false,ture,false,false,false
164,2023-10-07 13:06:43.550000,ポテト,1,false,false,false,false,ture
165,2023-10-07 13:07:23.960000,揚げたこ焼き,1,false,ture,false,false,false
166,2023-10-07 13:07:23.960000,ポテト,1,false,false,false,false,ture
167,2023-10-07 13:09:42.670000,揚げたこ焼き,1,false,ture,false,false,false
168,2023-10-07 13:11:22.758000,揚げたこ焼き,1,false,ture,false,false,false
169,2023-10-07 13:11:22.758000,ポテト,2,false,false,false,false,ture
170,2023-10-07 13:10:32.226000,ポテト,1,false,false,false,false,ture
171,2023-10-07 13:12:11.078000,唐揚げ,1,false,ture,false,false,false
172,2023-10-07 13:12:40.515000,揚げたこ焼き,1,ture,false,false,false,false
173,2023-10-07 13:13:30.681000,揚げたこ焼き,1,false,ture,false,false,false
174,2023-10-07 13:13:49.070000,ポテト,1,false,false,false,false,ture
175,2023-10-07 13:14:27.959000,ポテト,1,false,false,false,ture,false
176,2023-10-07 13:14:27.959000,ソーダ,1,false,false,false,false,false
177,2023-10-07 13:14:40.152000,麦茶,1,false,false,false,false,false
178,2023-10-07 13:14:55.600000,麦茶,1,false,false,false,false,false
179,2023-10-07 13:15:54.704000,揚げたこ焼き,1,false,ture,false,false,false
180,2023-10-07 13:16:33.498000,唐揚げ,1,false,ture,false,false,false
181,2023-10-07 13:17:20.675000,唐揚げ,1,false,false,false,false,false
182,2023-10-07 13:18:09.606000,唐揚げ,1,false,ture,false,false,false
183,2023-10-07 13:19:23.355000,唐揚げ,1,false,false,false,false,false
184,2023-10-07 13:20:40.487000,ソーダ,1,false,false,false,false,false
185,2023-10-07 13:22:54.282000,揚げたこ焼き,1,false,false,ture,false,false
186,2023-10-07 13:23:24.511000,唐揚げ,1,ture,false,false,false,false
187,2023-10-07 13:30:09.980000,唐揚げ,1,false,ture,false,false,false
188,2023-10-07 13:31:23.994000,ソーダ,1,false,false,false,false,false
189,2023-10-07 13:31:23.994000,揚げたこ焼き,1,false,ture,false,false,false
190,2023-10-07 13:31:59.622000,ソーダ,1,false,false,false,false,false
191,2023-10-07 13:31:59.622000,ファンタグレープ,1,false,false,false,false,false
192,2023-10-07 13:31:59.622000,ファンタオレンジ,1,false,false,false,false,false
193,2023-10-07 13:32:17.183000,ソーダ,1,false,false,false,false,false
194,2023-10-07 13:32:59.933000,唐揚げ,1,false,ture,false,false,false
195,2023-10-07 13:33:16.198000,ソーダ,1,false,false,false,false,false
196,2023-10-07 13:33:16.198000,麦茶,1,false,false,false,false,false
197,2023-10-07 13:33:48.312000,緑茶,1,false,false,false,false,false
198,2023-10-07 13:34:51.083000,揚げたこ焼き,1,false,false,ture,false,false
199,2023-10-07 13:37:33.932000,ポテト,1,false,false,false,false,ture
200,2023-10-07 13:42:45.145000,唐揚げ,1,false,false,false,false,false
201,2023-10-07 13:42:45.145000,揚げたこ焼き,1,false,ture,false,false,false
202,2023-10-07 13:43:22.263000,揚げたこ焼き,1,false,ture,false,false,false
203,2023-10-07 13:43:22.263000,ポテト,1,false,ture,false,false,false
204,2023-10-07 13:44:27.233000,揚げたこ焼き,1,ture,false,false,false,false
205,2023-10-07 13:44:27.233000,唐揚げ,1,false,ture,false,false,false
206,2023-10-07 13:45:49.792000,唐揚げ,1,false,false,false,false,false
207,2023-10-07 13:46:19.330000,ポテト,1,false,false,false,ture,false
208,2023-10-07 13:46:19.330000,揚げたこ焼き,1,ture,false,false,false,false
209,2023-10-07 13:46:51.351000,ポテト,1,false,false,false,false,ture
210,2023-10-07 13:47:09.942000,唐揚げ,1,false,false,false,false,false
211,2023-10-07 13:47:40.491000,ポテト,1,ture,false,false,false,false
212,2023-10-07 13:47:40.491000,ソーダ,1,false,false,false,false,false
213,2023-10-07 13:48:18.123000,ポテト,1,false,false,false,ture,false
214,2023-10-07 13:48:18.123000,ソーダ,1,false,false,false,false,false
215,2023-10-07 13:48:18.123000,揚げたこ焼き,1,false,false,false,false,false
216,2023-10-07 13:49:22.733000,唐揚げ,2,false,false,false,false,false
217,2023-10-07 13:49:22.733000,揚げたこ焼き,1,false,ture,false,false,false
218,2023-10-07 13:49:44.390000,ソーダ,3,false,false,false,false,false
219,2023-10-07 13:51:37.658000,麦茶,1,false,false,false,false,false
220,2023-10-07 13:53:52.879000,揚げたこ焼き,1,false,ture,false,false,false
221,2023-10-07 13:54:22.299000,唐揚げ,1,false,false,false,false,false
222,2023-10-07 13:54:44.149000,唐揚げ,1,false,false,false,false,false
223,2023-10-07 13:55:32.532000,揚げたこ焼き,1,false,ture,false,false,false
224,2023-10-07 13:55:32.532000,ソーダ,1,false,false,false,false,false
225,2023-10-07 13:55:57.111000,唐揚げ,1,false,false,false,false,false
226,2023-10-07 13:56:10.279000,ポテト,1,false,false,false,false,ture
227,2023-10-07 13:56:24.830000,ポテト,1,false,false,false,ture,false
228,2023-10-07 13:56:59.726000,揚げたこ焼き,1,false,ture,false,false,false
229,2023-10-07 13:56:59.726000,唐揚げ,1,false,false,false,false,false
230,2023-10-07 13:57:19.354000,唐揚げ,1,false,false,false,false,false
231,2023-10-07 13:57:39.959000,ソーダ,2,false,false,false,false,false
232,2023-10-07 13:57:39.959000,揚げたこ焼き,1,false,false,ture,false,false
233,2023-10-07 13:57:39.959000,唐揚げ,1,false,false,false,false,false
234,2023-10-07 13:58:02.359000,唐揚げ,1,false,false,false,ture,false
235,2023-10-07 13:58:43.719000,唐揚げ,1,false,false,false,ture,false
236,2023-10-07 14:00:13.367000,揚げたこ焼き,1,ture,false,false,false,false
237,2023-10-07 14:00:13.367000,唐揚げ,1,false,ture,false,false,false
238,2023-10-07 14:03:01.477000,唐揚げ,1,ture,false,false,false,false
239,2023-10-07 14:03:44.058000,ポテト,1,false,ture,false,false,false
240,2023-10-07 14:03:57.667000,ポテト,1,false,false,false,ture,false
241,2023-10-07 14:04:12.319000,ソーダ,1,false,false,false,false,false
242,2023-10-07 14:06:08.594000,ソーダ,1,false,false,false,false,false
243,2023-10-07 14:06:49.172000,コーラ,1,false,false,false,false,false
244,2023-10-07 14:07:20.762000,唐揚げ,1,ture,false,false,false,false
245,2023-10-07 14:07:52.102000,唐揚げ,1,false,ture,false,false,false
246,2023-10-07 14:09:03.109000,ソーダ,2,false,false,false,false,false
247,2023-10-07 14:09:23.526000,唐揚げ,2,false,false,false,false,false
248,2023-10-07 14:12:15.818000,唐揚げ,1,false,false,false,ture,false
249,2023-10-07 14:12:15.818000,唐揚げ,1,false,ture,false,false,false
250,2023-10-07 14:13:15.739000,ファンタグレープ,1,false,false,false,false,false
251,2023-10-07 14:14:18.660000,揚げたこ焼き,1,ture,false,false,false,false
252,2023-10-07 14:15:02.305000,唐揚げ,1,ture,false,false,false,false
253,2023-10-07 14:16:09.308000,唐揚げ,1,false,false,false,ture,false
254,2023-10-07 14:16:22.978000,唐揚げ,1,false,false,false,ture,false
255,2023-10-07 14:18:01.895000,揚げたこ焼き,1,ture,false,false,false,false
256,2023-10-07 14:16:55.855000,ポテト,1,false,false,false,false,ture
257,2023-10-07 14:18:12.478000,ファンタグレープ,1,false,false,false,false,false
258,2023-10-07 14:18:23.788000,コーラ,1,false,false,false,false,false
259,2023-10-07 14:20:38.187000,揚げたこ焼き,1,false,false,ture,false,false
260,2023-10-07 14:20:57.605000,揚げたこ焼き,1,false,ture,false,false,false
261,2023-10-07 14:21:36.070000,ポテト,1,false,false,false,false,ture
262,2023-10-07 14:21:36.070000,唐揚げ,1,ture,false,false,false,false
263,2023-10-07 14:23:25.608000,唐揚げ,1,false,false,false,false,false
264,2023-10-07 14:23:56.151000,ポテト,1,false,false,false,false,ture
265,2023-10-07 14:24:40.092000,唐揚げ,1,false,false,false,false,false
266,2023-10-07 14:26:21.591000,唐揚げ,1,false,ture,false,false,false
267,2023-10-07 14:26:21.591000,ポテト,1,false,ture,false,false,false
268,2023-10-07 14:27:04.051000,唐揚げ,1,false,false,false,false,false
269,2023-10-07 14:28:25.881000,唐揚げ,1,false,false,false,false,false
270,2023-10-07 14:28:38.070000,唐揚げ,1,false,ture,false,false,false
271,2023-10-07 14:27:59.489000,唐揚げ,1,false,ture,false,false,false
272,2023-10-07 14:27:59.489000,揚げたこ焼き,1,false,ture,false,false,false
273,2023-10-07 14:29:47.940000,揚げたこ焼き,1,ture,false,false,false,false
274,2023-10-07 14:31:05.090000,唐揚げ,2,false,ture,false,false,false
275,2023-10-07 14:31:05.090000,揚げたこ焼き,1,false,false,ture,false,false
276,2023-10-07 14:31:05.090000,ポテト,1,false,false,false,false,ture
277,2023-10-07 14:33:39.039000,ポテト,1,false,ture,false,false,false
278,2023-10-07 14:34:09.661000,ポテト,1,false,false,false,ture,false
279,2023-10-07 14:34:23.158000,コーラ,1,false,false,false,false,false
280,2023-10-07 14:33:52.919000,唐揚げ,1,false,false,false,false,false
281,2023-10-07 14:33:52.919000,揚げたこ焼き,1,false,false,ture,false,false
282,2023-10-07 14:35:10.929000,唐揚げ,1,ture,false,false,false,false
283,2023-10-07 14:36:35.318000,唐揚げ,1,false,false,false,false,false
284,2023-10-07 14:37:33.961000,ポテト,1,false,ture,false,false,false
285,2023-10-07 14:40:22.586000,緑茶,1,false,false,false,false,false
286,2023-10-07 14:41:17.959000,揚げたこ焼き,1,ture,false,false,false,false
287,2023-10-07 14:48:01.896000,ファンタグレープ,1,false,false,false,false,false
288,2023-10-07 14:49:52.751000,揚げたこ焼き,1,false,ture,false,false,false
289,2023-10-07 14:50:23.452000,ポテト,1,false,ture,false,false,false
290,2023-10-07 14:52:17.761000,唐揚げ,1,false,ture,false,false,false
291,2023-10-07 14:55:38.440000,揚げたこ焼き,1,false,false,ture,false,false
292,2023-10-07 15:00:02.114000,ファンタグレープ,1,false,false,false,false,false
293,2023-10-07 15:00:49.401000,ポテト,1,false,false,false,false,ture
294,2023-10-07 15:01:28.666000,揚げたこ焼き,1,false,ture,false,false,false
295,2023-10-07 15:04:51.187000,ポテト,1,false,false,false,false,ture
296,2023-10-07 15:05:40.548000,唐揚げ,1,false,false,false,false,false
297,2023-10-07 15:07:18.703000,唐揚げ,1,false,false,false,false,false
298,2023-10-07 15:07:18.703000,ポテト,1,false,false,false,false,ture
299,2023-10-07 15:07:39.331000,ポテト,1,false,false,false,false,ture
300,2023-10-07 15:07:39.331000,揚げたこ焼き,1,false,ture,false,false,false
301,2023-10-07 15:15:14.026000,麦茶,1,false,false,false,false,false
302,2023-10-07 15:18:58.238000,揚げたこ焼き,1,false,ture,false,false,false
303,2023-10-07 15:18:58.238000,緑茶,1,false,false,false,false,false
304,2023-10-07 15:19:23.155000,唐揚げ,1,ture,false,false,false,false
305,2023-10-07 15:21:00.119000,唐揚げ,1,false,ture,false,false,false
306,2023-10-07 15:21:00.119000,ソーダ,1,false,false,false,false,false
307,2023-10-07 15:21:26.337000,唐揚げ,1,false,ture,false,false,false
308,2023-10-07 15:22:59.894000,ポテト,1,false,false,false,false,ture
309,2023-10-07 15:22:59.894000,緑茶,1,false,false,false,false,false
310,2023-10-07 15:24:53.583000,唐揚げ,1,false,ture,false,false,false
311,2023-10-07 15:24:53.583000,揚げたこ焼き,1,false,false,ture,false,false
312,2023-10-07 15:25:39.413000,唐揚げ,1,false,ture,false,false,false
313,2023-10-07 15:26:44.259000,揚げたこ焼き,1,false,ture,false,false,false
314,2023-10-07 15:28:37.839000,揚げたこ焼き,2,false,ture,false,false,false
315,2023-10-07 15:29:10.010000,唐揚げ,1,false,false,false,false,false
316,2023-10-07 15:31:51.184000,ポテト,1,false,false,false,false,ture
317,2023-10-07 15:37:02.458000,唐揚げ,1,false,false,false,false,false
318,2023-10-07 15:36:41.398000,ポテト,1,false,false,false,false,ture
319,2023-10-07 15:43:15.589000,唐揚げ,1,false,false,false,false,false
320,2023-10-07 15:49:28.525000,唐揚げ,1,false,false,false,false,false
321,2023-10-07 15:49:56.617000,ポテト,1,false,false,false,false,ture
322,2023-10-07 15:50:47.465000,唐揚げ,1,false,false,false,ture,false
323,2023-10-07 16:00:54.514000,ポテト,1,false,ture,false,false,false
324,2023-10-07 16:02:29.882000,唐揚げ,1,ture,false,false,false,false
325,2023-10-07 16:04:57.323000,唐揚げ,1,false,ture,false,false,false
326,2023-10-07 16:07:26.762000,唐揚げ,1,false,false,false,false,false
327,2023-10-07 16:09:37.329000,唐揚げ,1,false,ture,false,false,false
328,2023-10-07 16:09:37.329000,ポテト,1,false,false,false,false,ture
329,2023-10-07 16:10:55.109000,唐揚げ,1,false,false,false,false,false
330,2023-10-07 16:13:06.187000,ポテト,1,false,false,false,ture,false
331,2023-10-07 16:13:06.187000,緑茶,1,false,false,false,false,false
332,2023-10-07 16:13:31.323000,ポテト,1,false,false,false,false,ture
333,2023-10-07 16:15:23.642000,ポテト,1,false,false,false,false,ture
334,2023-10-07 16:15:23.642000,ポテト,1,false,false,false,false,ture
335,2023-10-07 16:19:09.728000,揚げたこ焼き,1,false,ture,false,false,false
336,2023-10-07 16:19:30.728000,唐揚げ,1,ture,false,false,false,false
337,2023-10-07 16:21:22.983000,ファンタグレープ,1,false,false,false,false,false
338,2023-10-07 16:22:39.233000,揚げたこ焼き,1,false,ture,false,false,false
339,2023-10-07 16:21:57.855000,唐揚げ,1,false,false,false,false,false
340,2023-10-07 16:21:57.855000,ポテト,1,false,false,false,false,ture
341,2023-10-07 16:22:59.213000,唐揚げ,1,false,ture,false,false,false
342,2023-10-07 16:24:05.096000,緑茶,1,false,false,false,false,false
343,2023-10-07 16:24:05.096000,コーラ,1,false,false,false,false,false
344,2023-10-07 16:23:41.209000,麦茶,1,false,false,false,false,false
345,2023-10-07 16:24:17.682000,唐揚げ,1,false,false,false,ture,false
346,2023-10-07 16:25:27.923000,唐揚げ,1,false,ture,false,false,false
347,2023-10-07 16:27:12.773000,唐揚げ,1,false,false,false,false,false
348,2023-10-07 16:28:07.017000,ソーダ,1,false,false,false,false,false
349,2023-10-07 16:29:39.893000,揚げたこ焼き,1,false,false,ture,false,false
350,2023-10-07 16:30:26.932000,唐揚げ,1,false,false,false,false,false
351,2023-10-07 16:31:17.094000,ポテト,1,false,false,false,false,ture
352,2023-10-07 16:31:51.273000,ポテト,2,false,false,false,false,ture
353,2023-10-07 16:37:38.092000,水,1,false,false,false,false,false
354,2023-10-07 16:38:24.214000,ポテト,1,false,false,false,ture,false
355,2023-10-07 16:38:24.214000,ソーダ,1,false,false,false,false,false
356,2023-10-07 16:40:12.754000,ポテト,1,false,false,false,ture,false
357,2023-10-07 16:40:12.754000,唐揚げ,1,false,ture,false,false,false
358,2023-10-07 16:45:24.644000,唐揚げ,1,false,false,false,false,false
359,2023-10-07 16:46:25.115000,唐揚げ,1,false,false,false,false,false
360,2023-10-07 16:46:25.115000,唐揚げ,1,false,false,false,false,false
361,2023-10-07 16:47:43.555000,ポテト,1,false,false,false,false,ture
362,2023-10-07 16:47:43.555000,麦茶,1,false,false,false,false,false
363,2023-10-07 16:47:43.555000,緑茶,1,false,false,false,false,false
364,2023-10-07 16:48:24.504000,唐揚げ,1,false,false,false,false,false
365,2023-10-07 16:49:46.662000,唐揚げ,1,false,false,false,ture,false
366,2023-10-07 16:50:20.354000,唐揚げ,1,false,false,false,false,false
367,2023-10-07 16:51:56.173000,ポテト,1,false,false,false,false,ture
368,2023-10-07 16:52:30.121000,唐揚げ,1,false,false,false,false,false
369,2023-10-07 16:52:50.386000,唐揚げ,1,false,ture,false,false,false
370,2023-10-07 16:56:22.519000,ポテト,1,false,false,false,false,ture
